text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
"Lowongan Kerja Sebagai System Analyst, Software Developer, QA/Tester, IT Support, Sales &amp; Marketing, AI Specialist dan IOT Engineer untuk PT Dimata Sora Jayate Penempatan di Denpasar #lokerbali #lokerdenpasar https://t.co/Xf5o89AdxK",Lowongan Kerja Sebagai System Analyst Software Developer QATester IT Support Sales amp Marketing AI Specialist dan IOT Engineer untuk PT Dimata Sora Jayate Penempatan di Denpasar,lowongan kerja sebagai system analyst software developer qatester it support sales amp marketing ai specialist dan iot engineer untuk pt dimata sora jayate penempatan di denpasar,lowongan kerja sebagai system analyst software developer qatester itu support sales amp marketing ai specialist dan iot engineer untuk pt dimata sora jayate penempatan di denpasar,"['lowongan', 'kerja', 'sebagai', 'system', 'analyst', 'software', 'developer', 'qatester', 'itu', 'support', 'sales', 'amp', 'marketing', 'ai', 'specialist', 'dan', 'iot', 'engineer', 'untuk', 'pt', 'dimata', 'sora', 'jayate', 'penempatan', 'di', 'denpasar']","['lowongan', 'kerja', 'system', 'analyst', 'software', 'developer', 'qatester', 'support', 'sales', 'amp', 'marketing', 'ai', 'specialist', 'iot', 'engineer', 'pt', 'dimata', 'sora', 'jayate', 'penempatan', 'denpasar']",lowong kerja system analyst software developer qatester support sales amp marketing ai specialist iot engineer pt mata sora jayate tempat denpasar
"AI Gantikan 83 Juta Pekerjaan, Profesi Desainer Grafis dan Akuntan Mulai Hilang 2030  https://t.co/fjR5VBPugm",AI Gantikan 83 Juta Pekerjaan Profesi Desainer Grafis dan Akuntan Mulai Hilang 2030,ai gantikan 83 juta pekerjaan profesi desainer grafis dan akuntan mulai hilang 2030,ai gantikan 83 juta pekerjaan profesi desainer grafis dan akuntan mulai hilang 2030,"['ai', 'gantikan', '83', 'juta', 'pekerjaan', 'profesi', 'desainer', 'grafis', 'dan', 'akuntan', 'mulai', 'hilang', '2030']","['ai', 'gantikan', '83', 'juta', 'pekerjaan', 'profesi', 'desainer', 'grafis', 'akuntan', 'hilang', '2030']",ai ganti 83 juta kerja profesi desainer grafis akuntan hilang 2030
"AI Gantikan 83 Juta Pekerjaan, Profesi Desainer Grafis dan Akuntan Mulai Hilang 2030 https://t.co/fjR5VBPugm",AI Gantikan 83 Juta Pekerjaan Profesi Desainer Grafis dan Akuntan Mulai Hilang 2030,ai gantikan 83 juta pekerjaan profesi desainer grafis dan akuntan mulai hilang 2030,ai gantikan 83 juta pekerjaan profesi desainer grafis dan akuntan mulai hilang 2030,"['ai', 'gantikan', '83', 'juta', 'pekerjaan', 'profesi', 'desainer', 'grafis', 'dan', 'akuntan', 'mulai', 'hilang', '2030']","['ai', 'gantikan', '83', 'juta', 'pekerjaan', 'profesi', 'desainer', 'grafis', 'akuntan', 'hilang', '2030']",ai ganti 83 juta kerja profesi desainer grafis akuntan hilang 2030
"@fluffdoyoung Wah, film horor 2025? Semoga AI kita di #PublicAI bisa bantu bikin ending yang lebih baik! Siapa tahu bisa jadi penulis naskah horor juga! 😄👻",Wah film horor 2025 Semoga AI kita di  bisa bantu bikin ending yang lebih baik Siapa tahu bisa jadi penulis naskah horor juga,wah film horor 2025 semoga ai kita di  bisa bantu bikin ending yang lebih baik siapa tahu bisa jadi penulis naskah horor juga,wah film horor 2025 semoga ai kita di bisa bantu bikin ending yang lebih baik siapa tahu bisa jadi penulis naskah horor juga,"['wah', 'film', 'horor', '2025', 'semoga', 'ai', 'kita', 'di', 'bisa', 'bantu', 'bikin', 'ending', 'yang', 'lebih', 'baik', 'siapa', 'tahu', 'bisa', 'jadi', 'penulis', 'naskah', 'horor', 'juga']","['film', 'horor', '2025', 'semoga', 'ai', 'bantu', 'bikin', 'ending', 'penulis', 'naskah', 'horor']",film horor 2025 moga ai bantu bikin ending tulis naskah horor
"@kevinroose Bisa jadi rasanya kayak dipinjamkan buku tanpa izin, eh tiba-tiba jadi bestseller! 😂 Dengan #PublicAI, kita bisa jadi penulis cerita AI kita sendiri!",Bisa jadi rasanya kayak dipinjamkan buku tanpa izin eh tibatiba jadi bestseller  Dengan  kita bisa jadi penulis cerita AI kita sendiri,bisa jadi rasanya kayak dipinjamkan buku tanpa izin eh tibatiba jadi bestseller  dengan  kita bisa jadi penulis cerita ai kita sendiri,bisa jadi rasanya seperti dipinjamkan buku tanpa izin eh jadi bestseller dengan kita bisa jadi penulis cerita ai kita sendiri,"['bisa', 'jadi', 'rasanya', 'seperti', 'dipinjamkan', 'buku', 'tanpa', 'izin', 'eh', 'jadi', 'bestseller', 'dengan', 'kita', 'bisa', 'jadi', 'penulis', 'cerita', 'ai', 'kita', 'sendiri']","['dipinjamkan', 'buku', 'izin', 'eh', 'bestseller', 'penulis', 'cerita', 'ai']",pinjam buku izin eh bestseller tulis cerita ai
"Well, gue bisa bilang DeepSeek ini gokil banget…! AI dan perkembangan makin ngeri, sumpah, parah… Ini jelas ancaman bagi penulis dan jurnalis ‘medioker’ yg kering dalam imajinasi. Tapi, bagi penulis/jurnalis yg punya kekayaan imajinatif, itu sebuah mitra kompetisi yg berbobot.",Well gue bisa bilang DeepSeek ini gokil banget AI dan perkembangan makin ngeri sumpah parah Ini jelas ancaman bagi penulis dan jurnalis medioker yg kering dalam imajinasi Tapi bagi penulisjurnalis yg punya kekayaan imajinatif itu sebuah mitra kompetisi yg berbobot,well gue bisa bilang deepseek ini gokil banget ai dan perkembangan makin ngeri sumpah parah ini jelas ancaman bagi penulis dan jurnalis medioker yg kering dalam imajinasi tapi bagi penulisjurnalis yg punya kekayaan imajinatif itu sebuah mitra kompetisi yg berbobot,well gue bisa bilang deepseek ini gila banget ai dan perkembangan makin ngeri sumpah parah ini jelas ancaman bagi penulis dan jurnalis medioker yang kering dalam imajinasi tapi bagi penulisjurnalis yang punya kekayaan imajinatif itu sebuah mitra kompetisi yang berbobot,"['well', 'gue', 'bisa', 'bilang', 'deepseek', 'ini', 'gila', 'banget', 'ai', 'dan', 'perkembangan', 'makin', 'ngeri', 'sumpah', 'parah', 'ini', 'jelas', 'ancaman', 'bagi', 'penulis', 'dan', 'jurnalis', 'medioker', 'yang', 'kering', 'dalam', 'imajinasi', 'tapi', 'bagi', 'penulisjurnalis', 'yang', 'punya', 'kekayaan', 'imajinatif', 'itu', 'sebuah', 'mitra', 'kompetisi', 'yang', 'berbobot']","['well', 'gue', 'bilang', 'deepseek', 'gila', 'banget', 'ai', 'perkembangan', 'ngeri', 'sumpah', 'parah', 'ancaman', 'penulis', 'jurnalis', 'medioker', 'kering', 'imajinasi', 'penulisjurnalis', 'kekayaan', 'imajinatif', 'mitra', 'kompetisi', 'berbobot']",well gue bilang deepseek gila banget ai kembang ngeri sumpah parah ancam tulis jurnalis medioker kering imajinasi penulisjurnalis kaya imajinatif mitra kompetisi bobot
Guys aku mau nanya serius nih hehehehe karena banyak dari kalian yang desainer grafis/ilustrator/penulis hehehe  Sikap kalian sama AI ini gimana? Dan kalo semisal ada rumah produksi secara terang2an bilang ‘ini bikin karya dengan bantuan AI’ reaksi kalian akan gimana?,Guys aku mau nanya serius nih hehehehe karena banyak dari kalian yang desainer grafisilustratorpenulis hehehe  Sikap kalian sama AI ini gimana Dan kalo semisal ada rumah produksi secara terang2an bilang ini bikin karya dengan bantuan AI reaksi kalian akan gimana,guys aku mau nanya serius nih hehehehe karena banyak dari kalian yang desainer grafisilustratorpenulis hehehe  sikap kalian sama ai ini gimana dan kalo semisal ada rumah produksi secara terang2an bilang ini bikin karya dengan bantuan ai reaksi kalian akan gimana,guys aku mau bertanya serius nih hehehehe karena banyak dari kalian yang desainer grafisilustratorpenulis hehehe sikap kalian sama ai ini bagaimana dan kalau semisal ada rumah produksi secara terang2an bilang ini bikin karya dengan bantuan ai reaksi kalian akan bagaimana,"['guys', 'aku', 'mau', 'bertanya', 'serius', 'nih', 'hehehehe', 'karena', 'banyak', 'dari', 'kalian', 'yang', 'desainer', 'grafisilustratorpenulis', 'hehehe', 'sikap', 'kalian', 'sama', 'ai', 'ini', 'bagaimana', 'dan', 'kalau', 'semisal', 'ada', 'rumah', 'produksi', 'secara', 'terang2an', 'bilang', 'ini', 'bikin', 'karya', 'dengan', 'bantuan', 'ai', 'reaksi', 'kalian', 'akan', 'bagaimana']","['guys', 'serius', 'nih', 'hehehehe', 'desainer', 'grafisilustratorpenulis', 'hehehe', 'sikap', 'ai', 'rumah', 'produksi', 'terang2an', 'bilang', 'bikin', 'karya', 'bantuan', 'ai', 'reaksi']",guys serius nih hehehehe desainer grafisilustratorpenulis hehehe sikap ai rumah produksi terang2an bilang bikin karya bantu ai reaksi
Orang indo kenapa masih banyak bgt sih yg kayak gini? Copy produknya orang lain. Tracing karya orang lain. Pake AI dan dijual??? Bener2 desainer di sini ga ada harganya 😔,Orang indo kenapa masih banyak bgt sih yg kayak gini Copy produknya orang lain Tracing karya orang lain Pake AI dan dijual Bener2 desainer di sini ga ada harganya,orang indo kenapa masih banyak bgt sih yg kayak gini copy produknya orang lain tracing karya orang lain pake ai dan dijual bener2 desainer di sini ga ada harganya,orang indonesia kenapa masih banyak banget sih yang seperti begini copy produknya orang lain tracing karya orang lain pakai ai dan dijual desainer di sini tidak ada harganya,"['orang', 'indonesia', 'kenapa', 'masih', 'banyak', 'banget', 'sih', 'yang', 'seperti', 'begini', 'copy', 'produknya', 'orang', 'lain', 'tracing', 'karya', 'orang', 'lain', 'pakai', 'ai', 'dan', 'dijual', 'desainer', 'di', 'sini', 'tidak', 'ada', 'harganya']","['orang', 'indonesia', 'banget', 'sih', 'copy', 'produknya', 'orang', 'tracing', 'karya', 'orang', 'pakai', 'ai', 'dijual', 'desainer', 'harganya']",orang indonesia banget sih copy produk orang tracing karya orang pakai ai jual desainer harga
"Efek kmrn ngomongin penerbitan buku di negara ini seharian tt penulis terkenal *bkn berpengaruh ya, terkenal aja* nggak takut buat terang2an pakek ghost writer/ co-author yg gak ditulis di cover, gak kaget klo penulis baru berani pakek AI klaim as their writing, no research jg.",Efek kmrn ngomongin penerbitan buku di negara ini seharian tt penulis terkenal bkn berpengaruh ya terkenal aja nggak takut buat terang2an pakek ghost writer coauthor yg gak ditulis di cover gak kaget klo penulis baru berani pakek AI klaim as their writing no research jg,efek kmrn ngomongin penerbitan buku di negara ini seharian tt penulis terkenal bkn berpengaruh ya terkenal aja nggak takut buat terang2an pakek ghost writer coauthor yg gak ditulis di cover gak kaget klo penulis baru berani pakek ai klaim as their writing no research jg,efek kemarin mengomongkan penerbitan buku di negara ini seharian tt penulis terkenal bukan berpengaruh ya terkenal saja tidak takut buat terang2an pakai ghost writer coauthor yang tidak ditulis di cover tidak kaget kalau penulis baru berani pakai ai klaim as their writing no research juga,"['efek', 'kemarin', 'mengomongkan', 'penerbitan', 'buku', 'di', 'negara', 'ini', 'seharian', 'tt', 'penulis', 'terkenal', 'bukan', 'berpengaruh', 'ya', 'terkenal', 'saja', 'tidak', 'takut', 'buat', 'terang2an', 'pakai', 'ghost', 'writer', 'coauthor', 'yang', 'tidak', 'ditulis', 'di', 'cover', 'tidak', 'kaget', 'kalau', 'penulis', 'baru', 'berani', 'pakai', 'ai', 'klaim', 'as', 'their', 'writing', 'no', 'research', 'juga']","['efek', 'kemarin', 'mengomongkan', 'penerbitan', 'buku', 'negara', 'seharian', 'tt', 'penulis', 'terkenal', 'berpengaruh', 'ya', 'terkenal', 'takut', 'terang2an', 'pakai', 'ghost', 'writer', 'coauthor', 'ditulis', 'cover', 'kaget', 'penulis', 'berani', 'pakai', 'ai', 'klaim', 'as', 'their', 'writing', 'no', 'research']",efek kemarin omong terbit buku negara hari tt tulis kenal pengaruh ya kenal takut terang2an pakai ghost writer coauthor tulis cover kaget tulis berani pakai ai klaim as their writing no research
Aplikasi/tools desain yang pakek Ai buat mempercepat kerjaan desainer apaan yak,Aplikasitools desain yang pakek Ai buat mempercepat kerjaan desainer apaan yak,aplikasitools desain yang pakek ai buat mempercepat kerjaan desainer apaan yak,aplikasitools desain yang pakai ai buat mempercepat pekerjaan desainer apaan ya,"['aplikasitools', 'desain', 'yang', 'pakai', 'ai', 'buat', 'mempercepat', 'pekerjaan', 'desainer', 'apaan', 'ya']","['aplikasitools', 'desain', 'pakai', 'ai', 'mempercepat', 'pekerjaan', 'desainer', 'ya']",aplikasitools desain pakai ai cepat kerja desainer ya
"Panel Diskusi: Etika Kreasi di Era Digital: Diskusi Seni, AI, dan Kerja Kreatif di TIM Jakarta   https://t.co/DnoZst8DTQ lewat @tribunnews",Panel Diskusi Etika Kreasi di Era Digital Diskusi Seni AI dan Kerja Kreatif di TIM Jakarta    lewat,panel diskusi etika kreasi di era digital diskusi seni ai dan kerja kreatif di tim jakarta    lewat,panel diskusi etika kreasi di era digital diskusi seni ai dan kerja kreatif di tim jakarta lewat,"['panel', 'diskusi', 'etika', 'kreasi', 'di', 'era', 'digital', 'diskusi', 'seni', 'ai', 'dan', 'kerja', 'kreatif', 'di', 'tim', 'jakarta', 'lewat']","['panel', 'diskusi', 'etika', 'kreasi', 'era', 'digital', 'diskusi', 'seni', 'ai', 'kerja', 'kreatif', 'tim', 'jakarta']",panel diskusi etika kreasi era digital diskusi seni ai kerja kreatif tim jakarta
AI untuk memenuhi syarat sebagai penulis resep profesional?,AI untuk memenuhi syarat sebagai penulis resep profesional,ai untuk memenuhi syarat sebagai penulis resep profesional,ai untuk memenuhi syarat sebagai penulis resep profesional,"['ai', 'untuk', 'memenuhi', 'syarat', 'sebagai', 'penulis', 'resep', 'profesional']","['ai', 'memenuhi', 'syarat', 'penulis', 'resep', 'profesional']",ai penuh syarat tulis resep profesional
"Ada yg mengira menulis menggunakan bahasa baku = Ai, chat gpt, agak sad, sih. Padahal jauh sebelum nulis di wp, banyak teman penulis yg nulis bahasa baku, salah satunya saya, sebelum masuk dunia wp, berkecimpung di dunia Fanfiction Net yg mayoritas tulisannya baku /wp/ https://t.co/KVuNX2hmaB",Ada yg mengira menulis menggunakan bahasa baku  Ai chat gpt agak sad sih Padahal jauh sebelum nulis di wp banyak teman penulis yg nulis bahasa baku salah satunya saya sebelum masuk dunia wp berkecimpung di dunia Fanfiction Net yg mayoritas tulisannya baku wp,ada yg mengira menulis menggunakan bahasa baku  ai chat gpt agak sad sih padahal jauh sebelum nulis di wp banyak teman penulis yg nulis bahasa baku salah satunya saya sebelum masuk dunia wp berkecimpung di dunia fanfiction net yg mayoritas tulisannya baku wp,ada yang mengira menulis menggunakan bahasa baku ai chat gpt agak sad sih padahal jauh sebelum menulis di wp banyak teman penulis yang menulis bahasa baku salah satunya saya sebelum masuk dunia wp berkecimpung di dunia fanfiction net yang mayoritas tulisannya baku wp,"['ada', 'yang', 'mengira', 'menulis', 'menggunakan', 'bahasa', 'baku', 'ai', 'chat', 'gpt', 'agak', 'sad', 'sih', 'padahal', 'jauh', 'sebelum', 'menulis', 'di', 'wp', 'banyak', 'teman', 'penulis', 'yang', 'menulis', 'bahasa', 'baku', 'salah', 'satunya', 'saya', 'sebelum', 'masuk', 'dunia', 'wp', 'berkecimpung', 'di', 'dunia', 'fanfiction', 'net', 'yang', 'mayoritas', 'tulisannya', 'baku', 'wp']","['menulis', 'bahasa', 'baku', 'ai', 'chat', 'gpt', 'sad', 'sih', 'menulis', 'wp', 'teman', 'penulis', 'menulis', 'bahasa', 'baku', 'salah', 'satunya', 'masuk', 'dunia', 'wp', 'berkecimpung', 'dunia', 'fanfiction', 'net', 'mayoritas', 'tulisannya', 'baku', 'wp']",tulis bahasa baku ai chat gpt sad sih tulis wp teman tulis tulis bahasa baku salah satu masuk dunia wp kecimpung dunia fanfiction net mayoritas tulis baku wp
"guys cara biar tau penulis yg nulis cerita /wp/ pake ai sama yg engga pake ai ntu gmn ya? kalo soal pake ""aku-kau"" trs bahasanya baku aku sering bgt nemu cerita latar luar negeri tulisannya baku, apa smua cerita baku termasuk karya ai? mohon jawabannya 😔",guys cara biar tau penulis yg nulis cerita wp pake ai sama yg engga pake ai ntu gmn ya kalo soal pake akukau trs bahasanya baku aku sering bgt nemu cerita latar luar negeri tulisannya baku apa smua cerita baku termasuk karya ai mohon jawabannya,guys cara biar tau penulis yg nulis cerita wp pake ai sama yg engga pake ai ntu gmn ya kalo soal pake akukau trs bahasanya baku aku sering bgt nemu cerita latar luar negeri tulisannya baku apa smua cerita baku termasuk karya ai mohon jawabannya,guys cara biar tau penulis yang menulis cerita wp pakai ai sama yang tidak pakai ai ntu bagaimana ya kalau soal pakai akukau terus bahasanya baku aku sering banget nemu cerita latar luar negeri tulisannya baku apa semua cerita baku termasuk karya ai mohon jawabannya,"['guys', 'cara', 'biar', 'tau', 'penulis', 'yang', 'menulis', 'cerita', 'wp', 'pakai', 'ai', 'sama', 'yang', 'tidak', 'pakai', 'ai', 'ntu', 'bagaimana', 'ya', 'kalau', 'soal', 'pakai', 'akukau', 'terus', 'bahasanya', 'baku', 'aku', 'sering', 'banget', 'nemu', 'cerita', 'latar', 'luar', 'negeri', 'tulisannya', 'baku', 'apa', 'semua', 'cerita', 'baku', 'termasuk', 'karya', 'ai', 'mohon', 'jawabannya']","['guys', 'biar', 'tau', 'penulis', 'menulis', 'cerita', 'wp', 'pakai', 'ai', 'pakai', 'ai', 'ntu', 'ya', 'pakai', 'akukau', 'bahasanya', 'baku', 'banget', 'nemu', 'cerita', 'latar', 'negeri', 'tulisannya', 'baku', 'cerita', 'baku', 'karya', 'ai', 'mohon', 'jawabannya']",guys biar tau tulis tulis cerita wp pakai ai pakai ai ntu ya pakai akukau bahasa baku banget nemu cerita latar negeri tulis baku cerita baku karya ai mohon jawab
"dear moots kalau dari kalian masih ada yang mewajarkan penggunaan ai bahkan untuk meme atau sejenisnya dan justru menghina seniman atau desainer yang mengingatkan, tolong bub akunku😊😊🙏 penggunaan ai untuk kesehatan dan seni itu berbeda jadi aku harap kalian bisa bijak",dear moots kalau dari kalian masih ada yang mewajarkan penggunaan ai bahkan untuk meme atau sejenisnya dan justru menghina seniman atau desainer yang mengingatkan tolong bub akunku penggunaan ai untuk kesehatan dan seni itu berbeda jadi aku harap kalian bisa bijak,dear moots kalau dari kalian masih ada yang mewajarkan penggunaan ai bahkan untuk meme atau sejenisnya dan justru menghina seniman atau desainer yang mengingatkan tolong bub akunku penggunaan ai untuk kesehatan dan seni itu berbeda jadi aku harap kalian bisa bijak,dear moots Jika dari kalian masih ada yang mewajarkan penggunaan ai bahkan untuk meme atau sejenisnya dan justru menghina seniman atau desainer yang mengingatkan tolong bub akunku penggunaan ai untuk kesehatan dan seni itu berbeda jadi aku harap kalian bisa bijak,"['dear', 'moots', 'Jika', 'dari', 'kalian', 'masih', 'ada', 'yang', 'mewajarkan', 'penggunaan', 'ai', 'bahkan', 'untuk', 'meme', 'atau', 'sejenisnya', 'dan', 'justru', 'menghina', 'seniman', 'atau', 'desainer', 'yang', 'mengingatkan', 'tolong', 'bub', 'akunku', 'penggunaan', 'ai', 'untuk', 'kesehatan', 'dan', 'seni', 'itu', 'berbeda', 'jadi', 'aku', 'harap', 'kalian', 'bisa', 'bijak']","['dear', 'moots', 'Jika', 'mewajarkan', 'penggunaan', 'ai', 'meme', 'sejenisnya', 'menghina', 'seniman', 'desainer', 'tolong', 'bub', 'akunku', 'penggunaan', 'ai', 'kesehatan', 'seni', 'berbeda', 'harap', 'bijak']",dear moots jika wajar guna ai meme jenis hina seniman desainer tolong bub akun guna ai sehat seni beda harap bijak
"@shfffra Ga cocok keknya analoginya ca.  Kalo casenya didesain/gambar, AI mah harusnya emang ditolak dan desainer emang harus marah karena kerja AI yaa maling gambar para artist/desainer yang udah tersebar diinternet.  #TolakGambarAI https://t.co/vPhkWrWjlP",Ga cocok keknya analoginya ca  Kalo casenya didesaingambar AI mah harusnya emang ditolak dan desainer emang harus marah karena kerja AI yaa maling gambar para artistdesainer yang udah tersebar diinternet,ga cocok keknya analoginya ca  kalo casenya didesaingambar ai mah harusnya emang ditolak dan desainer emang harus marah karena kerja ai yaa maling gambar para artistdesainer yang udah tersebar diinternet,tidak cocok kayaknya analoginya ca kalau casenya didesaingambar ai mah harusnya memang ditolak dan desainer memang harus marah karena kerja ai ya maling gambar para artistdesainer yang sudah tersebar diinternet,"['tidak', 'cocok', 'kayaknya', 'analoginya', 'ca', 'kalau', 'casenya', 'didesaingambar', 'ai', 'mah', 'harusnya', 'memang', 'ditolak', 'dan', 'desainer', 'memang', 'harus', 'marah', 'karena', 'kerja', 'ai', 'ya', 'maling', 'gambar', 'para', 'artistdesainer', 'yang', 'sudah', 'tersebar', 'diinternet']","['cocok', 'kayaknya', 'analoginya', 'ca', 'casenya', 'didesaingambar', 'ai', 'mah', 'ditolak', 'desainer', 'marah', 'kerja', 'ai', 'ya', 'maling', 'gambar', 'artistdesainer', 'tersebar', 'diinternet']",cocok kayak analogi ca casenya didesaingambar ai mah tolak desainer marah kerja ai ya maling gambar artistdesainer sebar diinternet
@Bicaasaaal @Teramat_ @lemonsstah__ Klo pake kata2 kok penulis gak ngamuk? Pake AI tukang gambar yg ngamuk 😂,Klo pake kata2 kok penulis gak ngamuk Pake AI tukang gambar yg ngamuk,klo pake kata2 kok penulis gak ngamuk pake ai tukang gambar yg ngamuk,kalau pakai kok penulis tidak ngamuk pakai ai tukang gambar yang ngamuk,"['kalau', 'pakai', 'kok', 'penulis', 'tidak', 'ngamuk', 'pakai', 'ai', 'tukang', 'gambar', 'yang', 'ngamuk']","['pakai', 'penulis', 'ngamuk', 'pakai', 'ai', 'tukang', 'gambar', 'ngamuk']",pakai tulis ngamuk pakai ai tukang gambar ngamuk
"instead of developing AI untuk takeover bidang2 kerja yang masih amat memerlukan sensitiviti manusia macam bidang kerja kreatif, why not kita segerakan development AI untuk ambil alih bidang2 kerja yang banyak terlibat dgn corruption, macam pentadbiran negara antaranya, kan ?",instead of developing AI untuk takeover bidang2 kerja yang masih amat memerlukan sensitiviti manusia macam bidang kerja kreatif why not kita segerakan development AI untuk ambil alih bidang2 kerja yang banyak terlibat dgn corruption macam pentadbiran negara antaranya kan,instead of developing ai untuk takeover bidang2 kerja yang masih amat memerlukan sensitiviti manusia macam bidang kerja kreatif why not kita segerakan development ai untuk ambil alih bidang2 kerja yang banyak terlibat dgn corruption macam pentadbiran negara antaranya kan,instead of developing ai untuk takeover bidang2 kerja yang masih amat memerlukan sensitiviti manusia macam bidang kerja kreatif why not kita segerakan development ai untuk ambil alih bidang2 kerja yang banyak terlibat dengan corruption macam pentadbiran negara antaranya kan,"['instead', 'of', 'developing', 'ai', 'untuk', 'takeover', 'bidang2', 'kerja', 'yang', 'masih', 'amat', 'memerlukan', 'sensitiviti', 'manusia', 'macam', 'bidang', 'kerja', 'kreatif', 'why', 'not', 'kita', 'segerakan', 'development', 'ai', 'untuk', 'ambil', 'alih', 'bidang2', 'kerja', 'yang', 'banyak', 'terlibat', 'dengan', 'corruption', 'macam', 'pentadbiran', 'negara', 'antaranya', 'kan']","['instead', 'of', 'developing', 'ai', 'takeover', 'bidang2', 'kerja', 'sensitiviti', 'manusia', 'bidang', 'kerja', 'kreatif', 'why', 'not', 'segerakan', 'development', 'ai', 'ambil', 'alih', 'bidang2', 'kerja', 'terlibat', 'corruption', 'pentadbiran', 'negara']",instead of developing ai takeover bidang2 kerja sensitiviti manusia bidang kerja kreatif why not segera development ai ambil alih bidang2 kerja libat corruption pentadbiran negara
Pasca pandemik 2020 - 2022 .  Kemanakah hala tuju kerajaan dalam agenda digital / artificial intelligence.   Sampai sekarang tak tahu . Peralihan pekerjaan. Lay off pekerja 2025 - 2030 .   Isu pendidikan yang tak ada kena mengena langsung dengan AI dan industri pekerjaan.,Pasca pandemik 2020  2022   Kemanakah hala tuju kerajaan dalam agenda digital  artificial intelligence   Sampai sekarang tak tahu  Peralihan pekerjaan Lay off pekerja 2025  2030    Isu pendidikan yang tak ada kena mengena langsung dengan AI dan industri pekerjaan,pasca pandemik 2020  2022   kemanakah hala tuju kerajaan dalam agenda digital  artificial intelligence   sampai sekarang tak tahu  peralihan pekerjaan lay off pekerja 2025  2030    isu pendidikan yang tak ada kena mengena langsung dengan ai dan industri pekerjaan,pasca pandemik 2020 2022 kemanakah hala tuju kerajaan dalam agenda digital artificial intelligence sampai sekarang tak tahu peralihan pekerjaan lay off pekerja 2025 2030 isu pendidikan yang tak ada kena mengena langsung dengan ai dan industri pekerjaan,"['pasca', 'pandemik', '2020', '2022', 'kemanakah', 'hala', 'tuju', 'kerajaan', 'dalam', 'agenda', 'digital', 'artificial', 'intelligence', 'sampai', 'sekarang', 'tak', 'tahu', 'peralihan', 'pekerjaan', 'lay', 'off', 'pekerja', '2025', '2030', 'isu', 'pendidikan', 'yang', 'tak', 'ada', 'kena', 'mengena', 'langsung', 'dengan', 'ai', 'dan', 'industri', 'pekerjaan']","['pasca', 'pandemik', '2020', '2022', 'kemanakah', 'hala', 'tuju', 'kerajaan', 'agenda', 'digital', 'artificial', 'intelligence', 'peralihan', 'pekerjaan', 'lay', 'off', 'pekerja', '2025', '2030', 'isu', 'pendidikan', 'kena', 'mengena', 'langsung', 'ai', 'industri', 'pekerjaan']",pasca pandemik 2020 2022 mana hala tuju raja agenda digital artificial intelligence alih kerja lay off kerja 2025 2030 isu didik kena kena langsung ai industri kerja
"Hong Kong, Suarathailand- Hong Kong bermaksud memangkas pengeluaran dengan memangkas 10.000 pekerjaan pegawai negeri dalam upaya untuk mengendalikan defisit yang meningkat...  Baca selengkapnya: https://t.co/pKHPrIvQFh https://t.co/mrvPeZm8Gu",Hong Kong Suarathailand Hong Kong bermaksud memangkas pengeluaran dengan memangkas 10000 pekerjaan pegawai negeri dalam upaya untuk mengendalikan defisit yang meningkat  Baca selengkapnya,hong kong suarathailand hong kong bermaksud memangkas pengeluaran dengan memangkas 10000 pekerjaan pegawai negeri dalam upaya untuk mengendalikan defisit yang meningkat  baca selengkapnya,hong kong suarathailand hong kong bermaksud memangkas pengeluaran dengan memangkas 10000 pekerjaan pegawai negeri dalam upaya untuk mengendalikan defisit yang meningkat baca selengkapnya,"['hong', 'kong', 'suarathailand', 'hong', 'kong', 'bermaksud', 'memangkas', 'pengeluaran', 'dengan', 'memangkas', '10000', 'pekerjaan', 'pegawai', 'negeri', 'dalam', 'upaya', 'untuk', 'mengendalikan', 'defisit', 'yang', 'meningkat', 'baca', 'selengkapnya']","['hong', 'kong', 'suarathailand', 'hong', 'kong', 'memangkas', 'pengeluaran', 'memangkas', '10000', 'pekerjaan', 'pegawai', 'negeri', 'upaya', 'mengendalikan', 'defisit', 'meningkat', 'baca', 'selengkapnya']",hong kong suarathailand hong kong mangkas keluar mangkas 10000 kerja pegawai negeri upaya kendali defisit tingkat baca lengkap
